Course Number,Course Title,Formerly Known,Last Approved Date,Last Edit Date,Long Course Title,Short Course Title,Effective Term,Equivalent Courses,Course Syllabus Links,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Comments,Reviewer Comments,Status Head
LAW 6665,Upper-Level Writing,,10/28/21 4:05 am,10/25/21 6:15 pm,Upper-Level Writing,Upper-Level Writing,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5473/syllabus%20placeholder.docx'],,,,,,,,
LAW 6666,Research and Writing Fellow,,10/28/21 4:05 am,10/25/21 6:15 pm,Research and Writing Fellow,Research and Writing Fellow,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5357/Blank.docx'],,,,,,,,
LAW 6667,Advanced Field Placement,,10/28/21 4:05 am,10/22/21 5:06 pm,Advanced Field Placement,Advanced Field Placement,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5250/AFP%20Spring%202015%20Sylllabus%20(A%20Valerie%20Mirko).pdf'],,,,,,,,
LAW 6668,Field Placement,,10/21/21 4:05 am,10/19/21 2:04 pm,Field Placement,Field Placement,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5242/Syllabus.docx'],,,,,,,,
LAW 6669,Judicial Lawyering,,10/21/21 4:06 am,10/19/21 2:05 pm,Judicial Lawyering,Judicial Lawyering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5485/Memorandum%20to%20Curriculum%20Committee--Proposed%20Co-Req%20Frameworks%20FINAL.doc'],,,,,,,,
LAW 6670,Public Interest Lawyering,,10/28/21 4:05 am,10/25/21 6:16 pm,Public Interest Lawyering,Public Interest Lawyering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5486/syllabus%20placeholder.docx'],,,,,,,,
LAW 6671,Government Lawyering,,10/28/21 4:05 am,10/25/21 6:17 pm,Government Lawyering,Government Lawyering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5503/syllabus%20placeholder.docx'],,,,,,,,
LAW 6672,The Art of Lawyering,,10/28/21 4:05 am,10/25/21 6:17 pm,The Art of Lawyering,The Art of Lawyering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5513/syllabus%20placeholder.docx'],,,,,,,,
LAW 6673,Field Placement Tutorial,,10/28/21 4:05 am,10/25/21 6:18 pm,Field Placement Tutorial,Field Placement Tutorial,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5514/syllabus%20placeholder.docx'],,,,,,,,
LAW 6674,Domestic Violence Project,,10/28/21 4:05 am,10/25/21 6:19 pm,Domestic Violence Project,Domestic Violence Project,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5519/syllabus%20placeholder.docx'],,,,,,,,
LAW 6675,Advanced Trial Advocacy,,10/21/21 4:06 am,10/19/21 2:06 pm,Advanced Trial Advocacy,Advanced Trial Advocacy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5489/Blank.docx'],,,,,,,,
LAW 6676,Mediation and Alternative Dispute Resolution,,10/21/21 4:06 am,10/19/21 2:06 pm,Mediation and Alternative Dispute Resolution,Mediation/Alternative Disp Res,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5491/Blank.docx'],,,,,,,,
LAW 6677,Pre-trial Practice in Civil and Criminal Cases,,10/21/21 4:06 am,10/19/21 2:06 pm,Pre-trial Practice in Civil and Criminal Cases,Pretrial Practice-Civil/Crimnl,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5492/Blank.docx'],,,,,,,,
LAW 6678,Ethics in Adjudication and Settlement,,10/21/21 4:06 am,10/19/21 2:07 pm,Ethics in Adjudication and Settlement,Ethics-Adjustment/Settlement,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5502/Blank.docx'],,,,,,,,
LAW 6679,Advanced Evidence,,10/21/21 4:06 am,10/20/21 1:43 pm,Advanced Evidence,Advanced Evidence,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5524/syllabus%20placeholder.docx'],,,,,,,,
LAW 6680,The American Jury,,10/21/21 4:06 am,10/19/21 2:07 pm,The American Jury,The American Jury,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5506/Blank.docx'],,,,,,,,
LAW 6681,Negotiation and Conflict Management Systems Design,,04/07/22 4:05 am,03/10/22 5:10 pm,Negotiation and Conflict Management Systems Design,Negotiation/Conflict Mgt Systm,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/5507/Blank.docx'],,,,,,,,
LAW 6682,International Dispute Resolution,,10/21/21 4:06 am,10/20/21 10:18 am,International Dispute Resolution,International Dispute Resolutn,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5508/Blank.docx'],,,,,,,,
LAW 6683,College of Trial Advocacy,,10/21/21 4:06 am,10/20/21 10:19 am,College of Trial Advocacy,College of Trial Advocacy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5510/Blank.docx'],,,,,,,,
LAW 6684,Pre-Trial Pract-Criminal Cases,,11/16/21 4:04 am,10/20/21 1:43 pm,Pre-Trial Pract-Criminal Cases,Pre-Trial Pract-Criminal Cases,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5511/syllabus%20placeholder.docx'],,,,,,,,
LAW 6685,Arbitration,,10/21/21 4:06 am,10/20/21 10:20 am,Arbitration,Arbitration,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5512/Blank.docx'],,,,,,,,
LAW 6690,Thesis,,10/28/21 4:05 am,10/25/21 6:20 pm,Thesis,Thesis,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5534/syllabus%20placeholder.docx'],,,,,,,,
LAW 6691,Thesis,,10/28/21 4:05 am,10/25/21 6:21 pm,Thesis,Thesis,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5542/syllabus%20placeholder.docx'],,,,,,,,
LAW 6692,Legal Research and Writing for International LL.M. Students I,,10/21/21 4:06 am,10/20/21 10:21 am,Legal Research and Writing for International LL.M. Students I,LRW for Int'l LLM Students I,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5515/Blank.docx'],,,,,,,,
LAW 6693,Legal Writing and Research for International LL.M. Students II,,10/21/21 4:06 am,10/20/21 10:21 am,Legal Writing and Research for International LL.M. Students II,LLR for Int'l LLM Students II,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5516/Blank.docx'],,,,,,,,
LAW 6694,Fundamental Issues in US Law,,10/21/21 4:06 am,10/20/21 10:22 am,Fundamental Issues in US Law,Fundamental Issues in US Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5518/Blank.docx'],,,,,,,,
LAW 6695,Legal Practicum,,10/28/21 4:05 am,10/25/21 6:21 pm,Legal Practicum,Legal Practicum,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5543/syllabus%20placeholder.docx'],,,,,,,,
LAW 6696,Graduate Independent Legal Writing,,10/21/21 4:06 am,10/20/21 10:22 am,Graduate Independent Legal Writing,Graduate Indep Legal Writing,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5521/Blank.docx'],,,,,,,,
LAW 6697,Graduate Outside Placement,,10/21/21 4:06 am,10/20/21 10:23 am,Graduate Outside Placement,Graduate Outside Placement,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5522/Blank.docx'],,,,,,,,
LAW 6698,SJD Dissertation Research,,10/21/21 4:06 am,10/20/21 10:23 am,SJD Dissertation Research,SJD Dissertation Research,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5523/Blank.docx'],,,,,,,,
LAW 6701,THE U.N. & THE MAINTENANCE OF,,,,THE U.N. & THE MAINTENANCE OF,THE U.N. & THE MAINTENANCE OF,,,[],,,,,,,,
LAW 6702,Formation of Government Contracts,,,08/05/18 2:51 pm,Formation of Government Contracts,Formation of Govt Contracts,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/11818/Law%20School%20Syllabus.docx'],,,,,,,"Gina Harris (gharris) (08/05/18 2:51 pm): Rollback: Njeri, please shred this proposal as it's a duplicate of existing course LAW 6502. You can add to the description for 6502 the language you proposed for 6702 to distinguish the online from face-to-face offerings, i.e., ""Enrollment in the online section of this course is limited to Master of Science in Government Contracts students in the GW Business School."" Information regarding delivery method should be provided for the online section when scheduling classes.",New Course Proposal
LAW 6703,Performance of Government Contracts,,,08/07/18 1:11 pm,Performance of Government Contracts,Performance of Govt Contracts,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/11819/Law%20School%20Syllabus.docx'],,,,,,,"Gina Harris (gharris) (08/07/18 1:11 pm): Rollback: Njeri, this is the same issue as with LAW 6702, i.e., there can't be two versions of the same course, and this course already exists as LAW 6503. The person scheduling courses indicates the delivery mode by section. You could add to the course description for 6503 something to the effect of the course is offered face-to-face and online. Please shred this submission.","New Course Proposal
Changes saved but not submitted"
LAW 6810,Business Lawyering,,10/21/21 4:07 am,10/20/21 10:24 am,Business Lawyering,Business Lawyering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/10481/Syllabus%20for%20Business%20Lawyering%20for%20CC2.pdf'],,,,,,,,
LAW 6820,Human Rights and International Crimnal Process,,10/21/21 4:06 am,10/20/21 10:25 am,Human Rights and International Crimnal Process,Hmn Rts & Intl Crimnl Process,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5525/Blank.docx'],,,,,,,,
LAW 6822,Comparative Human Rights Institutions,,10/21/21 4:06 am,10/20/21 10:26 am,Comparative Human Rights Institutions,Comparatv Hmn Rts Institutions,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5526/Blank.docx'],,,,,,,,
LAW 6824,International Human Rights and Refugee Law,,10/21/21 4:06 am,10/20/21 10:26 am,International Human Rights and Refugee Law,Int'l Human Rights&Refugee Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5527/Blank.docx'],,,,,,,,
LAW 6825,"Economic, Social, and Cultural Rights Law and Practice",,10/21/21 4:06 am,10/20/21 10:27 am,"Economic, Social, and Cultural Rights Law and Practice",Econ/Soc/CultrlRghtsLaw & Prac,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5528/Blank.docx'],,,,,,,,
LAW 6826,Human Rights in the Marketplace,,06/07/23 4:02 am,06/01/23 4:16 pm,Human Rights in the Marketplace,Human Rights in theMarketplace,Summer 2023,,['https://next.bulletin.gwu.edu/courseadmin/5529/Blank.docx'],,,,,,,,
LAW 6827,"Gender, Sexuality, and International Human Rights Law",,10/21/21 4:06 am,10/20/21 10:29 am,"Gender, Sexuality, and International Human Rights Law","Gender,Sexuality&Int'l HR Law",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5533/Blank.docx'],,,,,,,,
LAW 6828,International Rights of Women,,10/28/21 4:05 am,10/25/21 6:22 pm,International Rights of Women,International Rights of Women,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5553/syllabus%20placeholder.docx'],,,,,,,,
LAW 6830,Human Rights Advocacy and Dissemination,,10/21/21 4:06 am,10/20/21 10:29 am,Human Rights Advocacy and Dissemination,Hmn Rts Advocacy & Disseminatn,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5535/Blank.docx'],,,,,,,,
LAW 6831,Human Rights and the Digital Realm,,06/24/23 4:03 am,04/12/23 6:28 am,Human Rights and the Digital Realm,Human Rights in a Digital Age,Summer 2023,,['https://next.bulletin.gwu.edu/courseadmin/10384/HumanRightsDigitalAgeGWOxfordSyllabus.docx'],,,,,,,,
LAW 6832,Rights of Minority Groups and Indigenous Peoples,,10/21/21 4:06 am,10/20/21 10:35 am,Rights of Minority Groups and Indigenous Peoples,Rts/Minor/Grps/Indigns Peoples,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5536/Blank.docx'],,,,,,,,
LAW 6834,Humanitarian Law and Populations at Risk,,10/21/21 4:06 am,10/20/21 10:35 am,Humanitarian Law and Populations at Risk,HmntarianLaw & Popultns atRisk,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5537/Blank.docx'],,,,,,,,
LAW 6836,Human Rights and Military Responses to Terrorism,,10/21/21 4:06 am,10/20/21 10:35 am,Human Rights and Military Responses to Terrorism,Hmn Rts & Milit Rspns/Terrorsm,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5538/Blank.docx'],,,,,,,,
LAW 6838,"War, Peace, and Human Rights",,10/28/21 4:05 am,10/25/21 6:23 pm,"War, Peace, and Human Rights","War, Peace, and Human Rights",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5539/Blank.docx'],,,,,,,,
LAW 6839,Advanced Seminar in Human Rights,,10/21/21 4:06 am,10/20/21 10:37 am,Advanced Seminar in Human Rights,Advanced Seminar/Human Rights,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5540/Blank.docx'],,,,,,,,
LAW 6840,Cross-Brdr Trade/Intellct Prop,,11/18/21 4:04 am,10/20/21 10:38 am,Cross-Brdr Trade/Intellct Prop,Cross-Brdr Trade/Intellct Prop,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5541/syllabus%20placeholder.docx'],,,,,,,,
LAW 6841,International Patent Law,,10/21/21 4:05 am,10/20/21 10:38 am,International Patent Law,International Patent Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5289/Blank%20Word%20Document.docx'],,,,,,,,
LAW 6842,Internet Law I,,,,Internet Law I,Internet Law I,,,[],,,,,,,,
LAW 6843,Internet Law II,,,,Internet Law II,Internet Law II,,,[],,,,,,,,
LAW 6844,"Patents, Technology & Society",,11/16/21 4:04 am,10/20/21 10:39 am,"Patents, Technology & Society","Patents, Technology & Society",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5544/syllabus%20placeholder.docx'],,,,,,,,
LAW 6845,Tech Protectn/Author's Rights,,10/21/21 4:06 am,10/20/21 10:39 am,Tech Protectn/Author's Rights,Tech Protectn/Author's Rights,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5545/syllabus%20placeholder.docx'],,,,,,,,
LAW 6846,Philosophical Foundations/IP,,11/16/21 4:04 am,10/20/21 10:40 am,Philosophical Foundations/IP,Philosophical Foundations/IP,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5546/syllabus%20placeholder.docx'],,,,,,,,
LAW 6847,IP & Indigenous Heritage,,11/16/21 4:04 am,10/20/21 10:40 am,IP & Indigenous Heritage,IP & Indigenous Heritage,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5547/syllabus%20placeholder.docx'],,,,,,,,
LAW 6848,Technology Licensing in EC,,11/16/21 4:04 am,10/20/21 10:41 am,Technology Licensing in EC,Technology Licensing in EC,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5548/syllabus%20placeholder.docx'],,,,,,,,
LAW 6849,Trademrks&GeogrphclIndications,,11/18/21 4:04 am,10/20/21 10:41 am,Trademrks&GeogrphclIndications,Trademrks&GeogrphclIndications,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5549/syllabus%20placeholder.docx'],,,,,,,,
LAW 6850,Law of Software Contracts,,11/16/21 4:04 am,10/25/21 6:24 pm,Law of Software Contracts,Law of Software Contracts,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5562/syllabus%20placeholder.docx'],,,,,,,,
LAW 6851,Copyright and the Changing Role of the Copy,,10/21/21 4:06 am,10/20/21 10:42 am,Copyright and the Changing Role of the Copy,Copyright & Role of the Copy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5552/Blank.docx'],,,,,,,,
LAW 6852,European IP Law,,,,European IP Law,European IP Law,,,[],,,,,,,,
LAW 6853,Chinese IP Law,,,,Chinese IP Law,Chinese IP Law,,,[],,,,,,,,
LAW 6854,Artistic Freedom and Control,,10/21/21 4:06 am,10/20/21 10:42 am,Artistic Freedom and Control,Artistic Freedom and Control,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5556/Blank.docx'],,,,,,,,
LAW 6869,Selected Topics in National Security Law,,11/16/21 4:04 am,10/20/21 10:43 am,Selected Topics in National Security Law,Selected topics in Nat'l Sec,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/9563/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6870,National Security Law,,10/21/21 4:06 am,10/20/21 10:44 am,National Security Law,National Security Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5550/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6871,U.S. Foreign Relations Law,,10/28/21 4:05 am,10/25/21 6:25 pm,U.S. Foreign Relations Law,U.S. Foreign Relations Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5569/syllabus%20placeholder.docx'],,,,,,,,
LAW 6872,National Security Law Seminar,,07/16/18 4:06 am,07/13/18 2:24 pm,National Security Law Seminar,National Security Law Seminar,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/5560/Blank.docx'],,,,,,,,
LAW 6873,Military Justice,,10/21/21 4:06 am,10/20/21 10:44 am,Military Justice,Military Justice,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5561/Blank.docx'],,,,,,,,
LAW 6874,Comparative Military Law,,10/21/21 4:06 am,10/20/21 10:45 am,Comparative Military Law,Comparative Military Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5555/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6875,Counterterrorism Law,,10/28/21 4:05 am,10/25/21 6:26 pm,Counterterrorism Law,Counterterrorism Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5570/syllabus%20placeholder.docx'],,,,,,,,
LAW 6876,Homeland Security Law and Policy,,10/21/21 4:06 am,10/20/21 10:45 am,Homeland Security Law and Policy,Homeland Security Law & Policy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5564/Blank.docx'],,,,,,,,
LAW 6877,Nuclear Nonproliferation Law and Policy,,10/21/21 4:06 am,10/20/21 10:45 am,Nuclear Nonproliferation Law and Policy,Nuclear Nonprolif Law & Policy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5565/Blank.docx'],,,,,,,,
LAW 6878,Intelligence Law,,10/28/21 4:05 am,10/25/21 6:26 pm,Intelligence Law,Intelligence Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5571/syllabus%20placeholder.docx'],,,,,,,,
LAW 6879,Cybersecurity Law and Policy,,10/21/21 4:06 am,10/20/21 10:46 am,Cybersecurity Law and Policy,Cybersecurity Law and Policy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5567/Blank.docx'],,,,,,,,
LAW 6880,"The Law of Emergencies: Natural Disasters, Climate Crises, Pandemics, and Beyond",,03/07/23 4:03 am,02/23/23 12:27 pm,"The Law of Emergencies: Natural Disasters, Climate Crises, Pandemics, and Beyond",Law of Emergencies,Spring 2023,,['https://next.bulletin.gwu.edu/courseadmin/5573/syllabus%20placeholder.docx'],,,,,,,,
MAE 3166W,Materials Science and Engineering,,,12/12/23 7:52 pm,Materials Science and Engineering,Materials Science/Engineering,Spring 2023,,['https://next.bulletin.gwu.edu/courseadmin/26028/3166W-10_MAE%2C%20Syllabus_Materials%20Science%20and%20Engineering-Fall%202015-Leng%20(1).pdf'],,,,,,,,New Course Proposal
MAE 3167W,Mechanics of Materials Lab,,08/17/17 4:02 am,08/16/17 2:42 pm,Mechanics of Materials Lab,Mechanics of Materials Lab,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/5505/MAE3167W_Syllabus_2016%20Spring-Leng.doc'],,,,,,,,
MAE 4152W,Capstone Design Project II,,09/09/23 4:02 am,09/08/23 2:52 pm,Capstone Design Project II,Capstone Design Project II,Fall 2023,,['https://next.bulletin.gwu.edu/courseadmin/4730/MAE%204152%20course%20outline%202020%20Cutler%2BNaderi.doc'],University general education: Oral communication (CCOM),,,,,,,
MAE 6224,Viscous Flow,,06/15/18 4:05 am,06/07/18 11:32 am,Viscous Flow,Viscous Flow,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/5647/Blank.docx'],,,,,,,,
MAE 6228,Compressible Flow,,04/17/21 4:05 am,04/16/21 2:03 pm,Compressible Flow,Compressible Flow,Summer 2020,,['https://next.bulletin.gwu.edu/courseadmin/5654/MAE%206228.pdf'],,,,,,"ewbrown: add - ""(As arranged, Odd Years)"" to description in Banner.",Cheryl Beil (cbeil) (04/13/20 10:18 am): Rollback: The syllabus must include the number of hours students are expected to spend out-of-class learning the material in the course. See assignment of credit hour policy at:https://provost.gwu.edu/sites/g/files/zaxdzs626/f/downloads/Resources/Assignment-Credit-Hours_Revised-11-17.pdf,
MATH 4995W,Reading and Research,,10/12/22 4:05 am,09/28/22 4:30 pm,Reading and Research,Reading and Research,Spring 2023,,"['https://next.bulletin.gwu.edu/courseadmin/26450/4995WProposal.pdf', 'https://next.bulletin.gwu.edu/courseadmin/26450/MATH%204995W%20Reading%20%26%20Research%20Syllabus.pdf']",,,,,,,"Phil Troutman (trout) (08/01/22 3:53 pm): Attaching syllabus from Prof. Bonin, approving for WID.",
MATH 2971W,Introduction to Mathematical Reasoning,,04/14/17 4:04 am,11/10/23 7:33 pm,Introduction to Mathematical Reasoning,Intro - Mathematical Reasoning,,,['https://next.bulletin.gwu.edu/courseadmin/5769/Math_2971W_Bonin_Syllabus_Spring%202017.pdf'],,,,,,,,Changes saved but not submitted
MATH 2991W,Introductory Special Topics,,05/26/14 4:37 am,05/15/14 3:39 pm,Introductory Special Topics,Introductory Special Topics,201403,,[],,,,,,,,Course Deactivation Proposal
MATH 3120W,Elementary Number Theory,,05/26/14 4:35 am,05/15/14 3:39 pm,Elementary Number Theory,Elementary Number Theory,201403,,[],,,,,,,,Course Deactivation Proposal
MATH 3613W,Introduction to Combinatorics,,05/26/14 4:36 am,05/15/14 3:36 pm,Introduction to Combinatorics,Introduction to Combinatorics,201403,,[],,,,,,,,Course Deactivation Proposal
MATH 3632W,Introduction to Graph Theory,,05/26/14 4:37 am,05/15/14 3:35 pm,Introduction to Graph Theory,Introduction to Graph Theory,201403,,[],,,,,,,,Course Deactivation Proposal
MATH 3730W,Computability Theory,,05/26/14 4:36 am,05/15/14 3:35 pm,Computability Theory,Computability Theory,201403,,[],,,,,,,,Course Deactivation Proposal
MATH 3740W,Computational Complexity,,05/26/14 4:37 am,05/15/14 3:34 pm,Computational Complexity,Computational Complexity,201403,,[],,,,,,,,Course Deactivation Proposal
MATH 4239W,Real Analysis I,,07/11/18 4:03 am,09/16/22 1:02 pm,Real Analysis I,Real Analysis I,,"MATH 4239 - Real Analysis I
MATH 6201 - Real Analysis I","['https://next.bulletin.gwu.edu/courseadmin/5619/4239W%20Jerome.pdf', 'https://next.bulletin.gwu.edu/courseadmin/5619/Required%20Syllabus%20Template_082516.docx']",,,,,,,,Changes saved but not submitted
MATH 4981W,Seminar; Topics in Mathematics,,05/26/14 4:37 am,05/15/14 3:32 pm,Seminar; Topics in Mathematics,Seminar; Topics in Mathematics,201403,,[],,,,,,,,Course Deactivation Proposal
MBAD 6285,Business Law,,02/13/24 4:02 am,12/22/23 9:31 am,Business Law,Business Law,Spring 2024,,['https://next.bulletin.gwu.edu/courseadmin/4852/MBAD%206285%20Syllabus%20Business%20Law.doc'],,,,,,,,Course Deactivation Proposal
MGT 3300W,Entrepreneurship,,07/04/17 4:03 am,06/30/17 11:44 am,Entrepreneurship,Entrepreneurship,Fall 2017,MGT 3300 - Entrepreneurship,['https://next.bulletin.gwu.edu/courseadmin/9922/MGT%203300W%20Entrepreneurship%20Syllabus.doc'],,,,,,,,
MGT 4102W,Entrepreneurship,,07/20/16 4:04 am,07/01/16 10:52 am,Entrepreneurship,Entrepreneurship,Fall 2016,MGT 4102 - Entrepreneurship,[],,,,,,,,Course Deactivation Proposal
MGT 4900W,Special Topics,,06/27/18 4:04 am,06/07/18 12:34 pm,Special Topics,Special Topics,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/6008/Blank.docx'],,,,,,,,
MKTG 3142,Consumer Behavior,,04/07/21 4:05 am,04/01/21 10:08 am,Consumer Behavior,Consumer Behavior,Fall 2021,,"['https://next.bulletin.gwu.edu/courseadmin/6088/MKTG%203142%20Syllabus%20Spring%202017%20(2)-2-2.docx', 'https://next.bulletin.gwu.edu/courseadmin/6088/MKTG%203142W_%20Consumer%20Behavior.doc']",,,,,,,,
MKTG 4149W,Advanced Advertising Campaigns,,07/18/17 4:01 am,07/07/17 11:32 am,Advanced Advertising Campaigns,Advanced Advertising Campaigns,Fall 2017,,"['https://next.bulletin.gwu.edu/courseadmin/10230/Weekly%20Student%20Planner%20MKTG%204149W.pdf', 'https://next.bulletin.gwu.edu/courseadmin/10230/MKTG%204149W%20Advanced%20Ad%20Campaigns%20Syllabus%20Maddox.docx']",,,,,,,,Course Deactivation Proposal
MKTG 4151W,Marketing Communications Planning,,10/21/21 4:05 am,07/21/21 10:57 am,Marketing Communications Planning,MKTG Communications Planning,Fall 2021,,['https://next.bulletin.gwu.edu/courseadmin/5109/MKTG%204151%20Integrated%20Marketing%20Communications%20Planning.docx'],,,,,,,,Course Deactivation Proposal
MKTG 4900W,Special Topics,,06/27/18 4:02 am,06/07/18 12:49 pm,Special Topics,Special Topics,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/5112/Sample%20Syllabus.txt'],,,,,,,,
MLS 2007W,Microbes and Society,,05/31/22 4:04 am,04/21/22 4:35 pm,Microbes and Society,Microbes and Society,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/25993/FINAL_MLS%202007W_Microbes_Syllabus.docx'],,,,,,,Phil Troutman (trout) (04/21/22 4:35 pm): Meets all WID criteria.,
MLS 0190,Blood Banking Exam Review,,04/28/15 4:33 am,03/14/15 1:22 pm,Blood Banking Exam Review,Blood Banking Exam Review,Summer 2015,,[],,,,,,"This course should have been included as part of the mass subject designation change approved in November 2013. Subject name changed from ""Clinical"" to ""Medical"" Lab. Sciences (CLS --> MLS). Default grading method should be audit.",,
MLS 3001W,Professional Ethics for Medical Laboratory Scientists,,11/06/19 4:07 am,11/05/19 12:54 pm,Professional Ethics for Medical Laboratory Scientists,Prof Ethics for MLS,Spring 2020,,['https://next.bulletin.gwu.edu/courseadmin/12091/MLS3001W.docx'],,,,,,,,
CMUS 2105W,Introduction to Ethnomusicology,MUS 2105W,02/15/22 4:05 am,01/31/22 2:26 pm,Introduction to Ethnomusicology,Intro to Ethnomusicology,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/6358/CMUS%202105%20Ethnomusicology%2011-25-2021.docx'],,,,ESIA: Humanities (ESHC),,,"Phil Troutman (trout) (04/16/21 3:24 pm): Rollback: Rolled back to Katelyn Hensel at Susan Sterner's request.
Phil Troutman (trout) (12/20/21 12:33 pm): Reviewed syllabus & approving for WID criteria.",
CMUS 2122W,Music in the United States,MUS 2122W,02/01/22 4:04 am,01/25/22 10:39 am,Music in the United States,Music in the U.S.,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/6201/CMUS_2122W_WID_syllabus%20v8.docx'],,CCAS G-PAC: Arts (CAA),,ESIA: Humanities (ESHC),,,"Phil Troutman (trout) (05/24/21 4:27 pm): Prof. Kajikawa's updated syllabus meets WID criteria; approving.
Susan Sterner (ssterner) (06/10/21 10:18 am): Rollback: No syllabus or WID information is attached
Susan DeCicco (susandecicco) (11/08/21 9:46 am): Rollback: Hello, With regards to the syllabus, the course schedule should include a total of 15 weeks; 14 weeks of class lecture and 1 week designated for the final. Thank you.
Susan Sterner (ssterner) (01/13/22 11:37 am): I corrected the course session numbering for clarity -- there are 28 sessions plus exam week.
Gina Harris (gharris) (01/25/22 10:37 am): I approved at ""MUS Chair"" to move the request on to me. CMUS Chair is the first step in this workflow, as it should be. The MUS Chair step following CCAS UG Dean does not belong here.",
